Original File Name,processed_raga_names,Detected_Raaga1,Final Selected File,Unnamed: 0,0,Archive No.,Audio_Number,Remarks,Artist Karnatic,Artist Hindustani Music,Artist Others,Singer,Instrument,Vocals,Type,Accompanist,Raga,Tala,Bol,Gharana,Doha,Kaand,Compositions,Occasion,Participants,Director,Producer,Composer,Narrator,Lyricist,Episode,First Line of Song,Items,State / Region,Performers Conductor,Creation Date,Modification Date,Modified By,Track Count,Track Version Count,Unnamed: 35,count_col1,number of 30 second files
14343-1-1.wav,Kirwani,Kirwani (Bhajan),,5127,5267,IN-AIR-DSA-GT-M00-032474,14343-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. RAJAN MISHRA & PT. SAJAN MISHRA,,RAJAN MISHRA & SAJAN MISHRA (PANDIT) (VOCAL),,,,,Vocal, TABLA-  USTAD MOHAMMED AKRAM KHAN.   HARMONIUM-  MAHMOOD DHOLPURI,BHAJAN (ANYTIME),,JAGAT MAIN JHOOTI DEKHI PREET,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-02,,,,,22-07-2015 14:30,22-07-2015 14:30,Ingest,1,1,,1,23
13980-1-1.wav,Devgandhar,DEV GANDHAR,,4838,4978,IN-AIR-DSA-GT-M00-032389,13980-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. YASHPAL,,,,,,,Vocal,,DEVAGANDHAR (MORNING),,BARZORI NA KARO RE KANHAI.,,,,,,,,,,,,CUT-15,,,,,09-07-2015 16:29,09-07-2015 16:29,Ingest,1,1,,1,9
14893-1-1.wav,Swanandi,SWANANDI,,5400,5540,IN-AIR-DSA-GT-M00-027017,14893-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SUDHIR POTE,,,,SUDHIR POTE,,VOCAL RECITAL,Vocal," TABLA-  USTAD. ZAFAR MOHD.    HARMONIUM-  SUDHIR YARDI,  TANPURA- DR. SURBHI ARYA",SWANANDI (NIGHT),EK TAL,"JIYARA MANAT NAHI, MEGH BULAO",,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 01,"JIYARA MANAT NAHI, MEGH BULAO",,RAJASTHAN,,03-08-2015 12:30,03-08-2015 12:30,Ingest,1,1,,1,64
12078-1-1.wav,Bageshri,BAGESHRI,,3440,3580,IN-AIR-DSA-GT-M00-024290,12078-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SHRI SANDIPAN SAMAJPATI,,,,SHRI SANDIPAN SAMAJPATI,,,Vocal," TABLA-  SHRI PRASUN CHATTERJEE,   HARMONIUM-  SHRI JAIRAM POTDAR",BAGESHRI (NIGHT),EK TAL,,,,,,AKASHWANI SANGEET SAMMELAN-2009 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 01,,,ROHTAK,,04-06-2015 14:39,04-06-2015 14:39,Ingest,1,1,,1,70
11805-1-1.wav,Bageshri,Bageshri,,3191,3331,IN-AIR-DSA-GT-M00-024214,11805-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIDUSHI MANJARI ALEGAONKAR,,,,VIDUSHI MANJARI ALEGAONKAR,,,Vocal,"TABLA-  SANJAY KARALIKAR,  HARMONIUM-  SHUBAHANGI R BHAVSAR, TANPURA- KEDAR NATH & ASHOK KUMAR, MANJEERA- SWAPAN WISHWAS",BAGESHRI (NIGHT),JHAPTAL,AB NA RAHOON MAIN,,,,,AKASHWANI SANGEET SAMMELAN 2012 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 01,AB NA RAHOON MAIN,,DELHI,,01-06-2015 12:43,01-06-2015 12:43,Ingest,1,1,,1,38
10954-1-1.wav,Bageshri,Bageshri ,,2585,2725,IN-AIR-DSA-GT-M00-023973,10954-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SADHANA DESMUKH MOHITE,,,,SADHANA DESMUKHI MOHITE,,,Vocal,"TABLA-  ANANTH MASORKAR,  HARMONIUM-  SHRI MAHESH DUTT PANDAY",BAGESHRI (NIGHT),TILWADA,LAL MANAVE TU NAHIN MANI,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,LAL MANAVE TU NAHIN MANI,,DELHI,,12-05-2015 14:16,12-05-2015 14:16,Ingest,1,1,,1,50
12867-1-1.wav,Bageshri,Bageshri,,4128,4268,IN-AIR-DSA-GT-M00-024861,12867-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY D. KUMAR DAS,,D. KUMAR DAS (VOCAL),,D. KUMAR DAS,,,Vocal," TABLA-   PT. RAGHUNATH NAKOD,   HARMONIUM-  DR. PANCHAKSHIRI HIREMATH",BAGESHRI (NIGHT),JHAPTAL,AAO MORE SAJNA,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 02,AAO MORE SAJNA,,DHARWAD,,16-06-2015 12:52,16-06-2015 12:52,Ingest,1,1,,1,53
12817-1-1.wav,Bageshri,Bageshri,,4094,4234,IN-AIR-DSA-GT-M00-024840,12817-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY NEELA M. KODLI,,,,NEELA M. KODLI,,,Vocal," TABLA-   VISHWANATH NAKOD,   HARMONIUM-   VASANT KANAKAPUR",BAGESHRI (NIGHT),TEEN TAL,KAUN GATA BHAI,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,KAUN GATA BHAI,,DHARWAD,,15-06-2015 15:37,15-06-2015 15:37,Ingest,1,1,,1,57
11818-1-1.wav,Bageshri,Bageshri,,3200,3340,IN-AIR-DSA-GT-M00-024219,11818-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SANDEEP BHATTACHARYA,,,,SANDEEP BHATTACHARYA,,,Vocal," TABLA-  SANDEEP KUMAR ROY CHOUDHARY,   HARMONIUM-  RUPA SHREE BHATTACHARYA,  SARANGI- SARWAR HUSSAIN,  TANPURA-  RATHINDRANATH CHATTER",BAGESHRI (NIGHT),EK TAL,AI MOHE MANAWAN AYE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,AI MOHE MANAWAN AYE,,KOLKATA,,01-06-2015 14:15,01-06-2015 14:15,Ingest,1,1,,1,58
11216-1-1.wav,Bageshri,Bageshri,,2769,2909,IN-AIR-DSA-GT-M00-024046,11216-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY TUSHAAR DUTTA,,,,TUSHAAR DUTTA,,,Vocal," TABLA-  AVIJIT BANDOPADHYAY,   HARMONIUM-  RUPSHREE BHATTACHARYA",BAGESHRI (NIGHT),EK TAL,SAKHI MAN LAGE NA,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,SAKHI MAN LAGE NA,,KOLKATA,,18-05-2015 12:48,18-05-2015 12:48,Ingest,1,1,,1,65
12241-1-1.wav,Bageshri,Bageshri,,3583,3723,IN-AIR-DSA-GT-M00-024334,12241-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MINAKSHI MUKHERJEE,,,,MINAKSHI MUKHERJEE,,,Vocal," TABLA-  GIRIESH NALAVDE,   HARMONIUM-  SUDHIR NAYAK",BAGESHRI (NIGHT),EK TAL,SUKH LAGI SAJAN,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,SUKH LAGI SAJAN,,MUMBAI,,08-06-2015 11:11,08-06-2015 11:11,Ingest,1,1,,1,88
14369-1-1.wav,Puriya,Puriya,,5147,5287,IN-AIR-DSA-GT-M00-032488,14369-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY CHANDRA SHEKHAR VAJHE,,,,,,,Vocal, TABLA-   MUKUND RAJ DEV   HARMONIUM-  SRINIVAS ACHARYA,PURIYA (EVENING),EK TAL,AAJ MORE GHAR AAYO,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,22-07-2015 15:40,22-07-2015 15:40,Ingest,1,1,,1,91
17467-1-1.wav,Tilak_kamod,Tilak kamod,,6161,6301,IN-AIR-DSA-GT-M00-033556,17467-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SAVITA DEVI,,SAVITA DEVI (VOCAL),,,,,Vocal," TABLA-   KHADIM HUSSAIN KHAN,   HARMONIUM-   ZAMIR AHMED KHAN, VOCAL SUPPORT- DIPTI BANSAL,  SARANGI-  LIYAQAT ALI KHAN",TILAK KAMOD (NIGHT),,,,,,THUMARI,AKASHVANI SANGEET SAMMELAN - 2012,,,,,,,CUT-01,,,,,09-09-2015 11:06,09-09-2015 11:06,Ingest,1,1,,1,111
14368-1-1.wav,Bhairavi,Bhairavi,BHAIRAVI--381.wav,5146,5286,IN-AIR-DSA-GT-M00-032487,14368-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PRAKASH SANGEET,,PRAKASH SANGEET (VOCAL),,,,,Vocal," TABLA-   VISHWANATH SHIRODKAR	   HARMONIUM-   SEEMA SHIRODKAR",BHAIRAVI (MORNING),,MAT JAIYO JI JAMUNA KINARE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-03,,,,,22-07-2015 15:36,22-07-2015 15:36,Ingest,1,1,,1,15
14387-1-1.wav,Khamaj,KHAMAJ,KHAMAJ--190.wav,5160,5300,IN-AIR-DSA-GT-M00-032496,14387-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,,MANI PRASAD (VOCAL),,,,,Vocal,,KHAMAJ (NIGHT),,THUMRI KOYALYA KOOK SUNAYE RE SAKHI RE.,,,,,SPECIAL RECORDING FOR AIR,,,,,,,CUT-06,,,,,23-07-2015 11:12,23-07-2015 11:12,Ingest,1,1,,1,9
8199-1-1.wav,Bageshri_bahar,BAGESHRI BAHAR,,904,1044,IN-AIR-DSA-GT-M00-022153,8199-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY GANAPATI BHAT HASANGI PART 01,,,,GANAPATI BHAT HASANGI,,,Vocal,TABLA-  PRASUN CHATTERJEE  HARMONIUM-  MOHAN MUNGRO,BAGESHRI BAHAR (NIGHT),TEEN TAL,MAINE NA JANE JIYARA,,,,,AKASHVANI SANGEET SAMMELAN-2012,TABLA- PRASUN CHATTERJEE  HARMONIUM- MOHAN MUNGRO,,,,,,PART 01,,,BANGALORE,,09-02-2015 15:32,09-02-2015 15:32,Ingest,1,1,,1,20
14042-1-1.wav,Suha_malhar,SUHA MALHAR,,4876,5016,IN-AIR-DSA-GT-M00-032414,14042-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. LAKSHMAN PRASAD JAIPURWALE,,,,,,,Vocal,,N/A (),,NA JA RE NA JA RE PIYA PYARE.,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-02,,,,,10-07-2015 16:05,10-07-2015 16:05,Ingest,1,1,,1,24
12827-1-1.wav,Bageshri_bahar,BAGESHRI BAHAR,,4100,4240,IN-AIR-DSA-GT-M00-024845,12827-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. YASH PAL,,YASH PAL (PROF.) (VOCAL),,PT. YASH PAL,,,Vocal," TABLA-   PRASUN CHATTERJEE,  SARANGI-  PT. BHARAT BHUSHAN GOSWAMI,   HARMONIUM-   SAJJAD AHMED",BAGESHRI BAHAR (NIGHT),TILWADA,JARE JARE KAGWA JARE,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,JARE JARE KAGWA JARE,,JALANDHAR,,15-06-2015 16:01,15-06-2015 16:01,Ingest,1,1,,1,82
13907-1-1.wav,Bageshri_kanada,BAGESHRI KANADA,,4795,4935,IN-AIR-DSA-GT-M00-032374,13907-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MALINI MUKHOPADHYA,,,,,,N/AV,Vocal, TABLA-   PARIMAL CHAKARWATI  HARMONIUM-  RATAN NAT,BAGESHRI KANADA (NIGHT),TEEN TAL,JAON RE BAL BAL JAON.,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-02,,,,,08-07-2015 16:25,08-07-2015 16:25,Ingest,1,1,,1,29
12462-1-1.wav,Bageshri_kanada,BAGESHRI KANADA,,3790,3930,IN-AIR-DSA-GT-M00-024607,12462-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY AMIT MUKHERJEE,CUT- 02",,,,AMIT MUKHERJEE,,VOCAL RECITAL,Vocal, TABLA-  SANDEEP KUMAR RAI CHAUDHARY   HARMONIUM-  SMT.RUPUSHREE BHATTACHARYA,BAGESHRI KANADA (NIGHT),JHOOMRA,GORE GORE MUKH PAR SOHE,,,,KHAYAL,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,KOLKATA,,10-06-2015 14:44,10-06-2015 14:44,Ingest,1,1,,1,40
13191-1-1.wav,Raysa_kanada,RAYSA KANADA,,4405,4545,IN-AIR-DSA-GT-M00-024800,13191-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY SHUBHADA PARADKAR, CUT- 01",,SHUBHADA PARADKAR (VOCAL),,SHUBHADA PARADKAR,,VOCAL RECITAL,Vocal," TABLA-  DATTATRIYE GOKTE,  HARMONIUM-   PARAMOD MARATHE,",RAISA KANADA (NIGHT),TEEN TAL,"RI TUM SAMAJH, SAMAJH NAAHIN  KACHU",,,,VILAMBIT &DRUT GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,AURANGABAD,,22-06-2015 14:29,22-06-2015 14:29,Ingest,1,1,,1,55
13971-1-1.wav,Bhairav,BHAIRAV,,4829,4969,IN-AIR-DSA-GT-M00-032381,13971-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. YASHPAL,,,,,,,Vocal,,BHAIRAV (MORNING),EK TAL,KRISHAN CHANDRA NAND NANDAN BANSURI WALE & DHANNA BHAKT NAMDEV.,,,,TARANA,,,,,,,,CUT-07,,,,,09-07-2015 16:01,09-07-2015 16:01,Ingest,1,1,,1,8
12804-1-1.wav,Bahar,BAHAR,,4089,4229,IN-AIR-DSA-GT-M00-024340,12804-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY NISHAD BAAKRE,,,,NISHAD BAAKRE,,,Vocal,"TABLA-  SATYAJEET TALWALKAR,  HARMONIUM- SUDHIR NAIK",BAHAR (NIGHT),JHAPTAL,MAYERI,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 02,MAYERI,,MUMBAI,,15-06-2015 15:07,15-06-2015 15:07,Ingest,1,1,,1,22
12102-1-1.wav,Bahar,BAHAR,,3462,3602,IN-AIR-DSA-GT-M00-024502,12102-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY DR.DAMODAR HOTA , CUT- 02",,,,DR. DAMODAR HOTA,,VOCAL RECITAL,Vocal,TABLA-  PT. UMESH CHANDRAKAR  HARMONIUM-  SHRI SANATAN GOSWAMI,BAHAR (NIGHT),TEEN TAL,,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,DELHI,,04-06-2015 15:28,04-06-2015 15:28,Ingest,1,1,,1,17
13121-1-1.wav,Bageshri,BAGESHRI,,4338,4478,IN-AIR-DSA-GT-M00-024960,13121-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RATAN MOHAN SHARMA,,,,RATAN MOHAN SHARMA,,,Vocal," TABLA-  BALKRISHNA IYER,   HARMONIUM-   AJAY JOGLEKAR",BAGESHRI (NIGHT),EK TAL,KAUN GAT BHAE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,KAUN GAT BHAE,,MUMBAI,,19-06-2015 11:44,19-06-2015 11:44,Ingest,1,1,,1,70
12745-1-1.wav,Basant,Basant,,4039,4179,IN-AIR-DSA-GT-M00-024429,12745-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY M. VENKATESH KUMAR,,,,M.VENKATESHKUMAR,,,Vocal," TABLA-   TULSI DAS NAVELKAR,   HARMONIUM-  SHRI RAVINDRA KATOTI",BASANT (NIGHT),,,,,,,AKASHWANI SANGEET SAMMELAN (SPECIAL PROGRAMME OF MUSIC),,,,HARI DASS,,,PART 03,,,DHARWAD,,15-06-2015 10:58,15-06-2015 10:58,Ingest,1,1,,1,22
13193-1-1.wav,Khamaj,Khamaj,KHAMAJ--622.wav,4407,4547,IN-AIR-DSA-GT-M00-024801,13193-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY SHUBHADA PARADKAR, CUT- 02",,SHUBHADA PARADKAR (VOCAL),,SHUBHADA PARADKAR,,VOCAL RECITAL,Tappa," TABLA-  DATTATRIYE GOKTE,  HARMONIUM-   PARAMOD MARATHE, VIOLIN-  RATNAKAR GOKHLE",KHAMAJ (NIGHT),PASHTO,MAANDITE KHABAR NA JAANDA,,,,TAPPA,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,AURANGABAD,,22-06-2015 14:37,22-06-2015 14:37,Ingest,1,1,,1,24
12228-1-1.wav,Basant,Basant,,3571,3711,IN-AIR-DSA-GT-M00-024534,12228-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY SADHNA DESMUKH MOHITE, CUT- 02",,,,SADHNA DESHMUKH MOHITE,,VOCAL RECITAL,Tarana," TABLA-  MILIND POTE,   HARMONIUM-  MILIND KULKARNI",BASANT (NIGHT),TEEN TAL,YA HI MADHAV YA HI KESHAV,,,,MADHYALAYA GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,PUNE,,05-06-2015 16:30,05-06-2015 16:30,Ingest,1,1,,1,30
12098-1-1.wav,Basant,Basant,,3458,3598,IN-AIR-DSA-GT-M00-024501,12098-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY DR. DAMODAR HOTA CUT- 01,,"DAMODAR HOTA (VOCAL)	",,DR. DAMODAR HOTA,,VOCAL RECITAL,Vocal,TABLA-  PT. UMESH CHANDRAKAR  HARMONIUM-  SHRI SANATAN GOSWAMI,BASANT (NIGHT),EK TAL,,,,,VILAMBIT &DRUT GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,DELHI,,04-06-2015 15:17,04-06-2015 15:17,Ingest,1,1,,1,37
11862-1-1.wav,Basant,Basant,,3240,3380,IN-AIR-DSA-GT-M00-025636,11862-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VINYAK TORVI,,VINAYAK TORVI (VOCAL),,VINAYAK TORVI,,VOCAL RECITAL,Vocal, HARMONIUM-  VYAS MURTI KATTI,BASANT (NIGHT),TEEN TAL,BAGVA RANG KHELAN KO CHALO RE,,,,MADHYALAYA GAT,AKASHVANI SANGEET SAMMELAN,,,,,,,PART 1,,,INDORE,,02-06-2015 11:41,02-06-2015 11:41,Ingest,1,1,,1,13
8261-1-1.wav,Basant_bahar,BASANT BAHAR,,965,1105,IN-AIR-DSA-GT-M00-022193,8261-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANDIRA LAHIRI (TAAL-MADHIYALAY IN TEEN TAAL & DRUT EK TAAL) PART 02,,,,MANDIRA LAHIRI,,,Vocal,"TABLA-  SABIR KHAN,   HARMONIUM-  HIRENMOY MITRA",BASANT BAHAR (NIGHT),EK TAL,RATIYAIN KO AB FAGUN MASS AAYO RE,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,"TABLA-  SABIR KHAN,   HARMONIUM-  HIRENMOY MITRA",,,,,,PART 02,,,,,11-02-2015 12:49,11-02-2015 12:49,Ingest,1,1,,1,29
